word,frequency,length
ஜெர்மனியின்,1809,6
சம்மன்,1809,4
மாமனார்,1808,4
கைகளால்,1808,4
பணமும்,1808,4
வெள்ளைப்,1808,4
வடிவேலு,1808,4
ரம்யா,1808,3
திராட்சை,1807,4
மார்ச்சு,1807,4
சாய்ந்து,1807,4
கச்சேரி,1807,4
முதியவர்,1807,5
பங்களிப்பை,1807,6
ரகம்,1807,3
பதிவாளர்,1807,5
பலகை,1806,3
மறைந்தார்,1806,5
புழக்கத்தில்,1806,7
விவேகானந்தர்,1806,7
மூலிகை,1805,3
காளை,1805,2
தனிப்,1805,3
சதீஷ்,1805,3
வேலையும்,1804,4
மற்றவர்,1804,5
வழங்கினர்,1804,6
பாடங்கள்,1803,5
பிரமுகர்கள்,1803,7
உத்தியோகத்தில்,1803,8
நிழல்கள்,1803,5
இச்சம்பவம்,1803,7
கொடுக்கப்பட்டது,1802,9
வெடித்தது,1802,5
அப்போதும்,1802,5
சொல்றேன்,1802,4
பேசினேன்,1802,4
பதவியிலிருந்து,1802,8
டிஜிபி,1802,3
ஆஞ்சநேயர்,1801,6
வளங்கள்,1801,5
பற்கள்,1801,4
முயற்சியால்,1801,6
உருவாக்கப்பட்டுள்ளது,1801,12
திட்டங்களில்,1801,7
இந்நிகழ்ச்சியில்,1801,9
பெண்ணே,1800,3
பத்ம,1800,3
அன்பை,1800,3
தாக்கிய,1800,4
கரம்,1799,3
வழங்கப்படுகின்றன,1799,11
காத்திருந்த,1799,6
அமைந்திருந்தது,1798,8
ஆட்சிப்,1798,4
நியமன,1798,4
எஸ்சி,1798,3
சுப்ரீம்,1798,4
நிர்வாகத்,1797,5
என்னோடு,1797,4
சிரித்து,1797,4
ஆஸ்திரேலியாவின்,1797,8
கருத்துக்கு,1797,6
ரெடி,1797,2
பேரறிவாளன்,1797,6
லீ,1797,1
கொடை,1796,2
பின்தங்கிய,1796,6
புறப்பட்ட,1796,6
இதழ்களில்,1796,6
இல்லாவிட்டாலும்,1796,8
சின்னச்,1796,4
நெதர்லாந்து,1795,6
கோடிக்கணக்கான,1795,8
மேல்முறையீட்டு,1795,7
சொல்லிப்,1794,4
வழிபாட்டு,1794,5
எழுதலாம்,1794,5
கூட்டாக,1794,4
பலரை,1794,3
பார்த்தா,1794,4
வாக்குவாதம்,1794,6
மு.க.ஸ்டாலின்,1794,6
சி.பி.ஐ,1794,3
சொல்லுக்கு,1793,5
கி.பி,1793,2
சன்னதிகள்,1792,6
உணவாக,1792,4
முற்றுகை,1792,4
வரைந்து,1792,4
பாப்பா,1792,3
கழிப்பறை,1792,5
ரொம்பப்,1791,4
வழிபட்டு,1791,5
பொருத்தம்,1791,5
கையாள,1791,3
அமெரிக்காவுக்கு,1791,8
இதைவிட,1790,4
உற்சாகமாக,1790,6
புறப்பட்டுச்,1789,7
குரல்கள்,1789,5
பெயர்களில்,1789,6
பேசப்படும்,1789,6
சோதனை,1789,4
இவற்றுள்,1788,5
லாஸ்,1788,2
அணுக,1788,3
நீல,1788,2
ஓடியது,1788,4
சென்றோம்,1787,4
உழைத்து,1787,4
உடைந்த,1787,4
கிடைக்கப்,1787,5
குருவும்,1787,4
எழுதியுள்ள,1787,6
கட்சிகளுக்கு,1787,7
சன்னதியும்,1786,6
நின்றாள்,1786,4
அப்படியா,1786,5
சிரித்துக்,1786,5
உதவியது,1786,5
புகைப்படங்களை,1786,8
கிராமத்தின்,1785,6
எரியும்,1785,4
தாங்களே,1785,4
விமானத்தை,1785,5
சுற்றுலாத்,1784,5
கொள்வதற்காக,1784,7
நிறையப்,1784,4
இணையும்,1784,4
சாதிய,1784,3
நீதிமன்றத்,1784,6
வீசும்,1784,3
குரங்கு,1783,4
பயன்படுத்தப்பட்டு,1783,11
தாது,1783,2
சிக்கிக்,1783,4
அதனாலேயே,1783,5
குழந்தைகளுக்கான,1783,9
செல்லவும்,1783,5
உறவுகளை,1783,5
சாதனைகளை,1783,5
ஒருத்தர்,1783,5
நெஞ்சம்,1782,4
பெரியது,1782,4
பயனுள்ளதாக,1782,7
பங்கேற்றார்,1782,6
கொடியை,1782,3
உருவாக்குவது,1782,7
ம�தான,1781,3
பரந்து,1781,4
வெற்றிகரமான,1781,7
ராஜேந்திர,1781,5
வைத்திருக்கிறது,1781,8
நிறுவனத்,1781,5
காங்கிரசு,1780,5
அதையெல்லாம்,1780,6
இருபதாம்,1780,5
வைத்திருக்கிறார்கள்,1780,10
சிங்கப்பூரில்,1780,7
அம்சங்களை,1780,6
சைபர்,1780,3
பகுப்பாய்வு,1779,6
தந்தையை,1779,4
அற்புத,1779,4
வாழ்நாளில்,1779,5
பரவலான,1779,5
நண்பர்களின்,1779,7
தலைமைக்,1778,4
அமர்ந்திருந்த,1778,8
அம்பு,1777,3
தொலைவு,1777,3
பெறுகின்றன,1777,6
கொண்டிருக்கிறோம்,1777,8
மனிதர்களுக்கு,1777,8
இருப்பான்,1776,5
சமாதி,1776,3
நானா,1776,2
பன்றி,1776,3
மாயை,1776,2
நினைப்பது,1776,5
லோக்,1776,2
பயனர்,1776,4
ஒப்பிடுகையில்,1775,7
மறைக்க,1775,4
த�வு,1774,2
பட்டுக்கோட்டை,1774,7
ஒதுக்கப்பட்ட,1774,8
சண்டையில்,1774,5
ஒப்பிட்டு,1774,5
புதிது,1774,3
மனதின்,1774,4
பேசப்படுகிறது,1773,8
போர்டு,1773,3
விளைச்சல்,1773,5
சத்யா,1773,3
தேசியத்,1772,4
போட்டால்,1772,4
அணிகளுக்கு,1772,6
நக,1772,2
யாரேனும்,1771,4
பார்த்திபன்,1771,6
சட்டக்,1771,4
சென்றாலும்,1771,5
வருமானத்தை,1771,6
சீரான,1771,3
வந்தியத்தேவன்,1770,8
இருங்கள்,1770,5
பூத்த,1770,3
கோபத்தை,1770,4
மாதமும்,1770,4
அரசுடன்,1770,5
ஆர்வமாக,1770,5
செய்துள்ளதாக,1770,7
இப்படத்துக்கு,1770,8
ந�ரில்,1769,3
ராத்திரி,1769,4
விரிந்து,1769,4
களிலும்,1769,4
நானோ,1768,2
ஹோட்டலில்,1768,5
தட்டச்சு,1768,5
அஞ்சி,1767,3
நேர்ந்த,1767,4
கடிதங்கள்,1767,6
நோயாளிகளுக்கு,1767,7
நடத்தப்,1767,5
ஒன்றைத்,1766,4
செய்தபோது,1766,5
களுக்கும்,1766,5
தேர்தலின்,1766,5
ஏரிகள்,1765,4
வைக்கப்,1765,4
நபர்களை,1765,5
தீவிரவாதி,1765,5
உன்னிடம்,1764,5
ஆந்திரப்,1764,5
போலத்தான்,1764,5
வைத்தேன்,1764,4
நோயாளி,1764,3
பரிசுகள்,1764,5
பன,1764,2
உபசன்னதிகளும்,1763,9
தந்தையும்,1763,5
வேலி,1763,2
பெ,1763,1
இம்ரான்,1763,4
போற்றும்,1762,4
பெறவும்,1762,4
முதிர்ந்த,1761,5
தொல்காப்பியம்,1761,7
விடுகிறார்,1761,5
வலைத்தளங்களில்,1761,9
அமைப்பான,1760,5
நிறுவனத்துடன்,1760,8
பாதிப்பும்,1760,5
அன்பான,1759,4
பொத்தானை,1759,4
பின்னூட்டம்,1759,6
பவுண்டரிகளுடன்,1759,9
தலைநகரம்,1758,6
ஊக்கம்,1758,4
கட்டிலில்,1758,5
பெறுவதற்காக,1758,7
சுப்பிரமணியம்,1758,8
முகாம்கள்,1758,5
போகாமல்,1757,4
தருகிறேன்,1757,5
பொறி,1756,2
லிமிடெட்,1756,4
யூனிட்,1756,3
ஆகா,1755,2
எண்ணும்,1755,4
இதயத்தில்,1755,6
ஆயுதங்களை,1755,6
காதலர்கள்,1755,6
எய்ட்ஸ்,1755,4
பேசினோம்,1755,4
செலவை,1754,3
அம்,1753,2
கேட்டுப்,1753,4
ஆதிக்க,1753,4
சாம்சங்,1753,4
மாநிலங்களவையில்,1753,9
வளைந்து,1752,4
பழமை,1752,3
கண்டிக்கத்தக்கது,1752,10
நாசர்,1751,3
செயல்படுத்தி,1751,7
வழங்கப்படவில்லை,1751,10
பணக்கார,1750,5
விடுத்த,1750,4
இன்னிங்ஸில்,1750,6
நிற்பது,1749,4
மேம்பாலம்,1749,5
ஊர்ல,1749,3
குடியுரிமை,1748,5
செய்முறை,1748,4
டிச,1748,2
இந்தியாவிலும்,1747,7
பாலில்,1747,3
வழிவகுக்கும்,1747,7
சுருக்கமான,1747,6
மீடியா,1747,3
இராமன்,1746,4
நிறைந்து,1746,4
சொன்னதும்,1746,5
முற்றாக,1746,4
தோட்ட,1746,3
ஜெயம்,1746,3
நேச,1746,2
வயதை,1745,3
ஏர்டெல்,1745,4
தூதரக,1745,4
நிலவு,1744,3
ஊட்டச்சத்து,1744,7
